LOG_TIME,WARP_TIME
0.14037322998046875,0.20508241653442383
0.1343846321105957,0.19000625610351562
0.12884068489074707,0.17546319961547852
0.1318507194519043,0.17096757888793945
0.12784361839294434,0.16448068618774414
0.12881255149841309,0.158447265625
0.12884116172790527,0.16045069694519043
0.13032007217407227,0.15390920639038086
0.12884759902954102,0.1524052619934082
0.1253364086151123,0.14844202995300293
0.1273658275604248,0.14743328094482422
0.12587189674377441,0.14493417739868164
0.12534427642822266,0.1444098949432373
0.12889385223388672,0.14438319206237793
0.13131928443908691,0.14296388626098633
0.1414496898651123,0.1394498348236084
0.128312349319458,0.13385510444641113
0.1263430118560791,0.13285398483276367
0.13087725639343262,0.1318504810333252
0.12532281875610352,0.13097906112670898
