LOG_TIME,WARP_TIME
1.1184983253479004,1.6027350425720215
0.9705545902252197,1.4093060493469238
0.9836950302124023,1.3155221939086914
0.9700806140899658,1.2633695602416992
0.9951887130737305,1.2137563228607178
0.9645893573760986,1.167088270187378
0.9831984043121338,1.1054654121398926
0.9886336326599121,1.0538609027862549
0.9803426265716553,1.01918363571167
0.9926111698150635,0.9997448921203613
0.9731042385101318,0.9390096664428711
0.9715936183929443,0.8943521976470947
0.9967241287231445,0.8798134326934814
0.9595251083374023,0.8547976016998291
0.9826276302337646,0.8527624607086182
0.9760951995849609,0.7800474166870117
0.9576139450073242,0.7404994964599609
0.9751369953155518,0.6989161968231201
0.9530246257781982,0.6823203563690186
0.9610815048217773,0.6472203731536865
