WARP_TIME,warp_weight_TIME
0.3705105781555176,0.37901997566223145
0.33742380142211914,0.3430368900299072
0.31784582138061523,0.3173491954803467
0.31684303283691406,0.32082629203796387
0.3228945732116699,0.31984996795654297
0.3239102363586426,0.32335925102233887
0.3223602771759033,0.3228616714477539
0.3228592872619629,0.3223574161529541
0.3254389762878418,0.3253645896911621
0.3243880271911621,0.32686591148376465
0.3318500518798828,0.32894015312194824
0.3278684616088867,0.3303983211517334
0.3263678550720215,0.33087944984436035
0.33092188835144043,0.3268735408782959
0.3309359550476074,0.3298804759979248
0.3328840732574463,0.333418607711792
0.3283722400665283,0.3308548927307129
0.3285233974456787,0.33244895935058594
0.3318796157836914,0.33438849449157715
0.3314089775085449,0.3333778381347656
0.3304147720336914,0.3369255065917969
0.3298802375793457,0.332383394241333
0.33088254928588867,0.3323807716369629
0.33087706565856934,0.33489346504211426
0.33341503143310547,0.33438968658447266
0.32887983322143555,0.3328583240509033
0.3298773765563965,0.33390378952026367
0.3333911895751953,0.33489036560058594
0.33188390731811523,0.3363947868347168
0.33239054679870605,0.3368971347808838
0.33238697052001953,0.33438611030578613
0.3338923454284668,0.33698415756225586
0.33488893508911133,0.3394351005554199
0.3319125175476074,0.33692026138305664
0.33087873458862305,0.3343925476074219
0.3338940143585205,0.33742499351501465
0.3339204788208008,0.33793210983276367
0.33542490005493164,0.3363950252532959
0.3324146270751953,0.33487892150878906
0.3319687843322754,0.33689260482788086
