LOG_TIME,WARP_TIME
0.28478145599365234,0.39152050018310547
0.2496657371520996,0.35193896293640137
0.2486572265625,0.3328845500946045
0.25317835807800293,0.32737040519714355
0.24717116355895996,0.3173179626464844
0.24765419960021973,0.3094017505645752
0.2496635913848877,0.30380773544311523
0.2482151985168457,0.2947850227355957
0.24866104125976562,0.2873036861419678
0.24816107749938965,0.281247615814209
0.24815964698791504,0.2747008800506592
0.2491624355316162,0.2747626304626465
0.25166893005371094,0.2591898441314697
0.2501654624938965,0.25768423080444336
0.24866127967834473,0.251694917678833
0.2491621971130371,0.24668312072753906
0.24617910385131836,0.2426447868347168
0.2466580867767334,0.23813414573669434
0.2451789379119873,0.23011088371276855
0.24364471435546875,0.22811007499694824
