LOG_TIME,WARP_TIME
0.0726921558380127,0.10076713562011719
0.06517362594604492,0.09478592872619629
0.0657038688659668,0.09023332595825195
0.06419897079467773,0.08923768997192383
0.06417059898376465,0.08771038055419922
0.06419587135314941,0.08873510360717773
0.06517410278320312,0.09976863861083984
0.06567263603210449,0.08574199676513672
0.06618189811706543,0.0897371768951416
0.06618046760559082,0.08121967315673828
0.06416964530944824,0.08021330833435059
0.0656745433807373,0.08177328109741211
0.06517338752746582,0.07870793342590332
0.06517481803894043,0.0797426700592041
0.06416869163513184,0.07918262481689453
0.06467270851135254,0.07871508598327637
0.06467247009277344,0.07519793510437012
0.06620931625366211,0.07570147514343262
0.06517219543457031,0.08024835586547852
0.06416893005371094,0.07720661163330078
