WARP_TIME,warp_weight_TIME
0.3960278034210205,0.40389060974121094
0.3559882640838623,0.36948370933532715
0.33887314796447754,0.35798144340515137
0.329465389251709,0.34698939323425293
0.3168954849243164,0.3494279384613037
0.3108556270599365,0.3379344940185547
0.3018925189971924,0.3334667682647705
0.29082322120666504,0.3284642696380615
0.2842552661895752,0.3293771743774414
0.28427791595458984,0.3303797245025635
0.27971792221069336,0.3269929885864258
0.2658352851867676,0.33446216583251953
0.25972414016723633,0.3235006332397461
0.256683349609375,0.3214545249938965
0.25524210929870605,0.3544178009033203
0.24622106552124023,0.32837462425231934
0.24063777923583984,0.3219296932220459
0.23969626426696777,0.32236742973327637
0.23560023307800293,0.32338976860046387
0.23519682884216309,0.3219287395477295
0.2242293357849121,0.32541346549987793
0.2207188606262207,0.32191967964172363
0.2220921516418457,0.31845593452453613
0.22615480422973633,0.32389402389526367
0.2096564769744873,0.32193684577941895
0.20507097244262695,0.32094907760620117
0.20564031600952148,0.31892967224121094
0.19907069206237793,0.31984806060791016
0.19652247428894043,0.31782078742980957
0.19405722618103027,0.31984996795654297
0.19156718254089355,0.3224184513092041
0.18856525421142578,0.32085275650024414
0.18697023391723633,0.3218553066253662
0.18496441841125488,0.32135462760925293
0.18050789833068848,0.3195652961730957
0.1769709587097168,0.3199286460876465
0.17799854278564453,0.3164403438568115
0.1759662628173828,0.3254234790802002
0.17195653915405273,0.323469877243042
0.1705005168914795,0.3174095153808594
